month,carrier,airport,arr_flights,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled
3,9E,DHN,89.0,1.0,0.0,2.0,0.0,0.0,No
3,9E,DLH,61.0,5.9,0.0,0.03,0.0,0.07,No
3,9E,DSM,230.0,3.28,0.0,5.44,0.0,1.28,No
3,9E,DTW,2272.0,38.99,2.97,20.82,0.0,12.23,No
3,9E,ECP,89.0,5.48,1.0,2.15,0.0,0.38,No
3,9E,ELM,48.0,1.0,0.0,0.0,0.0,0.0,No
3,9E,EVV,112.0,1.0,0.0,2.0,0.0,1.0,No
3,9E,EWR,66.0,1.0,0.0,1.0,0.0,1.0,No
3,9E,FAR,27.0,0.0,0.0,1.0,0.0,0.0,No
3,9E,FAY,110.0,0.96,0.0,1.04,0.0,0.0,No
3,9E,FLL,1.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,FSD,60.0,1.0,0.0,2.0,0.0,0.0,No
3,9E,FWA,79.0,2.73,0.0,1.17,0.0,1.09,No
3,9E,GFK,31.0,0.0,0.0,1.0,0.0,0.0,No
3,9E,GNV,110.0,2.9,0.0,2.05,1.0,0.05,No
3,9E,GPT,79.0,1.56,0.0,0.03,0.0,1.41,No
3,9E,GRB,213.0,4.6,0.0,3.45,0.0,1.95,No
3,9E,GRR,154.0,6.0,0.0,1.0,0.0,0.0,No
3,9E,GSO,59.0,0.59,0.0,0.0,0.0,0.41,No
3,9E,GSP,68.0,1.0,0.0,2.42,0.0,0.58,No
3,9E,GTR,79.0,6.94,0.0,3.01,0.0,0.05,No
3,9E,HOU,3.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,HPN,86.0,0.0,0.0,2.0,0.0,0.0,No
3,9E,HSV,194.0,3.1,1.42,3.74,0.0,3.74,No
3,9E,ICT,150.0,0.13,0.0,2.79,0.0,1.08,No
3,9E,ILM,110.0,1.93,0.0,2.89,0.0,2.18,No
3,9E,IND,79.0,1.71,0.0,2.29,0.0,0.0,No
3,9E,ITH,31.0,1.0,0.0,0.0,0.0,0.0,No
3,9E,JAN,160.0,2.53,0.0,5.82,0.0,2.65,No
3,9E,JFK,479.0,6.44,1.0,0.31,1.0,4.25,No
3,9E,LAN,93.0,2.0,0.0,0.0,0.0,0.0,No
3,9E,LEX,100.0,2.76,0.0,5.93,0.0,0.31,No
3,9E,LFT,110.0,0.66,0.29,4.92,0.0,1.12,No
3,9E,LGA,335.0,5.0,0.0,2.0,0.0,10.0,No
3,9E,LIT,123.0,2.46,0.8,6.31,1.0,1.43,No
3,9E,MBS,94.0,1.0,0.0,1.0,0.0,0.0,No
3,9E,MCO,1.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,MDT,157.0,2.45,0.01,1.15,0.0,0.39,No
3,9E,MEM,118.0,1.95,0.0,4.36,0.0,0.69,No
3,9E,MGM,120.0,11.52,0.0,4.38,0.0,0.1,No
3,9E,MKE,28.0,0.0,1.0,0.0,0.0,1.0,No
3,9E,MLI,62.0,2.0,0.0,3.0,0.0,0.0,No
3,9E,MLU,79.0,4.35,0.0,1.2,0.0,0.45,No
3,9E,MOB,110.0,2.59,1.83,1.91,0.0,1.67,No
3,9E,MOT,180.0,6.18,1.0,3.82,0.0,1.0,No
3,9E,MSN,175.0,0.48,0.0,1.52,0.0,1.0,No
3,9E,MSP,1557.0,17.8,2.69,18.2,0.0,21.3,No
3,9E,MYR,129.0,2.16,1.0,1.84,0.0,1.0,No
3,9E,OAJ,141.0,5.95,0.0,2.05,0.0,0.0,No
3,9E,OKC,119.0,4.0,0.0,2.77,0.0,1.23,No
3,9E,ORF,92.0,1.0,0.0,0.0,0.0,0.0,No
3,9E,PHL,28.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,PWM,3.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,RAP,90.0,0.32,2.0,2.51,0.0,0.17,No
3,9E,RDU,286.0,5.0,0.0,5.0,0.0,1.0,No
3,9E,RIC,128.0,2.0,0.0,0.0,0.0,2.0,No
3,9E,ROA,79.0,0.86,0.0,2.44,0.0,2.7,No
3,9E,ROC,102.0,0.0,0.0,2.0,0.0,0.0,No
3,9E,RST,120.0,4.0,1.37,1.63,0.0,0.0,No
3,9E,RSW,1.0,0.0,0.0,1.0,0.0,0.0,No
3,9E,SAV,310.0,8.24,0.0,5.6,0.0,3.16,No
3,9E,SBN,168.0,2.28,0.0,1.77,0.0,1.95,No
3,9E,SCE,31.0,2.0,0.0,0.0,0.0,0.0,No
3,9E,SDF,30.0,1.0,0.47,2.53,0.0,1.0,No
3,9E,SGF,81.0,2.33,0.67,3.01,0.0,1.0,No
3,9E,SHV,124.0,2.66,0.0,4.44,0.0,0.89,No
3,9E,STL,120.0,1.0,0.0,1.0,0.0,1.0,No
3,9E,SYR,76.0,2.0,1.0,1.0,0.0,0.0,No
3,9E,TLH,109.0,4.87,0.0,4.13,0.0,0.0,No
3,9E,TPA,31.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,TRI,111.0,2.97,0.08,2.67,0.0,1.28,No
3,9E,TUL,3.0,0.0,0.0,0.0,0.0,0.0,No
3,9E,TVC,64.0,1.0,0.0,0.0,0.0,0.0,No
3,9E,TYS,281.0,5.72,0.0,5.75,0.0,2.53,No
3,9E,VLD,119.0,4.04,0.33,3.45,0.0,0.17,No
3,9E,VPS,145.0,3.87,1.0,2.95,0.0,2.18,No
3,9E,XNA,122.0,1.68,0.18,3.95,0.0,2.19,No
3,AA,ABQ,28.0,0.56,0.0,2.23,0.0,0.22,No
3,AA,ATL,427.0,28.58,1.0,12.05,0.0,6.37,Yes
3,AA,AUS,572.0,26.03,0.0,10.37,1.0,10.6,Yes
3,AA,BDL,150.0,10.71,0.0,2.0,1.83,2.46,Yes
3,AA,BHM,28.0,1.11,0.89,0.1,0.0,3.9,Yes
3,AA,BNA,454.0,19.77,2.05,12.44,0.0,7.75,Yes
3,AA,BOI,28.0,0.22,0.0,1.01,0.0,0.77,No
3,AA,BOS,758.0,24.9,0.74,5.74,0.0,10.62,Yes
3,AA,BUR,59.0,3.45,0.0,5.21,0.0,3.34,Yes
3,AA,BWI,238.0,11.81,0.0,3.27,0.71,5.21,No
3,AA,BZN,93.0,2.0,0.0,1.0,0.0,0.0,No
3,AA,CHS,87.0,6.23,1.0,2.6,1.0,3.17,Yes
3,AA,CLE,76.0,10.6,0.0,2.62,1.0,2.78,No
3,AA,CLT,6192.0,199.27,9.36,164.47,7.07,118.84,Yes
3,AA,CMH,116.0,8.75,0.0,2.25,0.0,3.0,Yes
3,AA,COS,89.0,6.2,1.0,3.73,0.0,2.07,Yes
3,AA,CVG,25.0,0.41,0.0,0.47,0.0,0.12,No
3,AA,DCA,1004.0,24.03,0.1,12.21,1.0,12.65,Yes
3,AA,DEN,691.0,22.94,8.87,25.41,2.67,15.11,Yes
3,AA,DFW,9411.0,293.29,56.23,572.9,7.0,235.58,Yes
3,AA,DSM,59.0,2.77,0.0,0.59,0.0,1.65,No
3,AA,DTW,205.0,13.49,0.0,0.04,0.37,5.1,Yes
3,AA,EGE,199.0,10.04,1.86,12.54,0.0,1.56,Yes
3,AA,ELP,111.0,10.9,1.59,2.95,0.0,5.56,No
3,AA,EWR,357.0,15.31,0.0,4.31,1.0,7.37,Yes
3,AA,EYW,112.0,3.24,0.0,9.5,0.0,1.25,No
3,AA,FAT,90.0,6.78,0.0,3.12,0.0,2.1,Yes
3,AA,FLL,551.0,32.82,0.5,21.78,1.58,14.33,Yes
3,AA,GEG,118.0,3.54,0.0,2.0,0.0,2.46,Yes
3,AA,GRR,118.0,7.11,1.97,3.13,0.0,2.79,No
3,AA,GUC,31.0,0.63,0.0,0.63,0.0,0.75,No
3,AA,HDN,42.0,3.43,0.0,0.97,0.0,0.61,No
3,AA,HNL,273.0,12.15,0.0,4.31,1.0,1.55,No
3,AA,IAD,58.0,2.92,0.0,1.08,0.0,1.0,Yes
3,AA,IAH,361.0,23.97,0.0,7.49,0.0,6.54,Yes
3,AA,IND,144.0,4.46,0.0,1.7,0.0,3.85,No
3,AA,JAC,105.0,7.29,0.0,2.0,0.0,0.71,No
3,AA,JAX,288.0,17.26,1.82,11.29,0.39,6.23,No
3,AA,JFK,450.0,22.17,1.87,8.96,0.92,5.07,Yes
3,AA,KOA,97.0,5.8,0.0,2.2,0.0,0.0,No
3,AA,LAS,910.0,52.2,0.87,22.66,0.0,18.27,Yes
3,AA,LAX,1489.0,74.4,2.36,29.81,2.29,20.13,Yes
3,AA,LGA,672.0,25.56,3.79,7.08,1.0,7.58,Yes
3,AA,LIH,28.0,0.85,0.0,1.05,0.0,0.1,No
3,AA,MCI,202.0,15.4,0.16,3.34,0.0,2.1,Yes
3,AA,MCO,975.0,46.05,1.1,28.31,0.15,15.4,Yes
3,AA,MEM,158.0,8.08,0.96,4.76,0.0,1.21,Yes
3,AA,MFE,59.0,6.57,0.0,4.16,0.0,6.26,Yes
3,AA,MIA,3132.0,134.38,5.97,79.25,3.35,54.04,Yes
3,AA,MKE,31.0,0.98,0.0,1.0,0.0,0.02,No
3,AA,MSP,237.0,13.45,2.07,5.94,0.0,11.55,Yes
3,AA,MSY,398.0,24.22,0.98,24.77,0.48,8.54,Yes
3,AA,MTJ,129.0,3.93,0.0,2.39,0.0,0.68,No
3,AA,MYR,79.0,3.13,0.0,2.44,0.0,1.43,No
3,AA,OGG,212.0,7.78,0.0,7.48,0.0,0.74,No
3,AA,OKC,86.0,6.43,0.0,2.23,0.0,3.34,Yes
3,AA,OMA,62.0,2.91,0.0,0.05,0.0,0.04,No
3,AA,ONT,152.0,12.37,0.0,4.9,0.0,3.73,Yes
3,AA,ORD,2286.0,76.35,5.8,53.38,4.26,48.21,Yes
3,AA,ORF,148.0,8.65,0.0,6.43,0.44,5.48,Yes
3,AA,PBI,424.0,19.11,1.99,22.34,0.14,12.42,No
3,AA,PDX,240.0,7.78,0.0,4.22,0.0,0.0,No
3,AA,PHL,1389.0,59.22,3.04,47.79,1.88,32.07,Yes
3,AA,PHX,3275.0,123.37,6.7,79.26,0.13,44.54,Yes
3,AA,PIT,120.0,11.42,0.0,0.96,0.0,8.61,Yes
3,AA,PNS,28.0,0.19,0.0,0.47,0.0,1.34,Yes
3,AA,PSP,124.0,7.94,0.0,7.66,0.0,1.4,Yes
3,AA,PVD,34.0,2.0,0.0,0.0,0.0,0.0,No
3,AA,PWM,54.0,2.2,0.0,0.87,0.0,1.93,No
3,AA,RDU,342.0,13.56,1.26,4.1,0.0,9.07,Yes
3,AA,RIC,87.0,5.72,0.0,3.43,0.0,1.85,Yes
3,AA,RNO,170.0,7.87,0.0,1.14,0.0,6.99,Yes
3,AA,RSW,464.0,26.42,0.0,14.91,0.85,10.82,Yes
3,AA,SAN,517.0,19.58,1.0,24.95,0.77,7.69,Yes
3,AA,SAT,486.0,18.91,0.0,6.16,0.0,10.93,Yes
3,AA,SAV,87.0,8.2,0.46,2.63,0.0,4.71,Yes
3,AA,SEA,375.0,19.7,0.35,9.62,0.43,9.89,Yes
3,AA,SFO,586.0,29.02,0.48,14.04,0.4,8.06,Yes
3,AA,SJC,173.0,5.0,0.0,4.39,0.0,2.61,No
3,AA,SJU,378.0,24.65,0.8,10.01,1.73,6.8,No
3,AA,SLC,292.0,16.36,0.0,7.7,0.0,10.93,Yes
3,AA,SMF,228.0,7.55,1.94,1.15,0.13,5.23,Yes
3,AA,SNA,387.0,10.9,0.0,5.1,0.0,5.01,Yes
3,AA,SRQ,116.0,7.5,0.0,4.24,0.0,3.26,No
3,AA,STL,216.0,7.06,0.0,3.89,1.0,5.04,Yes
3,AA,STT,246.0,11.86,1.0,5.14,0.0,0.0,Yes
3,AA,STX,93.0,3.0,0.63,0.0,0.0,0.38,No
3,AA,TPA,655.0,34.94,1.51,14.89,0.97,13.68,Yes
3,AA,TUL,147.0,10.76,0.89,3.9,0.0,4.44,No
3,AA,TUS,175.0,17.42,0.0,4.45,0.0,4.12,Yes
3,AS,ABQ,31.0,1.0,0.0,0.0,0.0,1.0,No
3,AS,ADK,9.0,0.0,1.68,0.84,0.0,1.48,Yes
3,AS,ADQ,78.0,2.25,0.0,2.68,0.0,5.07,Yes
3,AS,ANC,863.0,44.96,2.38,105.2,21.43,50.02,Yes
3,AS,ATL,44.0,3.23,0.2,4.45,0.0,2.12,No
3,AS,AUS,76.0,3.82,0.0,5.18,0.0,2.0,No
3,AS,BET,60.0,0.28,1.05,4.48,0.94,1.26,Yes
3,AS,BNA,62.0,3.33,0.0,3.01,0.0,4.67,No
3,AS,BOI,141.0,4.6,0.0,4.62,0.0,6.78,Yes
3,AS,BOS,78.0,1.76,0.0,6.93,0.0,0.3,Yes
3,AS,BRW,31.0,0.98,0.33,2.0,0.0,2.69,Yes
3,AS,BUR,110.0,3.01,0.0,2.99,0.0,0.0,Yes
3,AS,BWI,31.0,0.14,0.0,2.35,0.0,0.51,Yes
3,AS,BZN,31.0,1.0,0.0,2.0,0.0,1.0,No
3,AS,CDB,18.0,1.0,0.0,0.04,1.42,1.53,Yes
3,AS,CDV,62.0,2.22,1.95,3.74,0.0,6.1,Yes
3,AS,CHS,25.0,1.5,0.0,1.5,0.0,0.0,No
3,AS,CMH,21.0,1.81,0.0,3.95,0.0,3.24,No
3,AS,DAL,75.0,1.31,0.0,3.69,0.0,0.0,No
3,AS,DCA,108.0,3.8,0.0,0.25,1.0,0.95,No
3,AS,DEN,145.0,6.47,0.65,6.62,0.0,4.25,Yes
3,AS,DFW,125.0,7.48,1.78,7.73,0.0,3.0,Yes
3,AS,DTW,26.0,2.67,0.0,1.33,0.0,0.0,No
3,AS,EWR,95.0,2.07,0.0,2.81,0.0,2.12,Yes
3,AS,FAI,75.0,4.76,0.29,10.72,0.0,4.23,No
3,AS,FLL,163.0,5.82,0.0,19.18,0.0,5.0,No
3,AS,GEG,215.0,9.51,0.0,8.4,0.0,5.09,Yes
3,AS,HNL,183.0,15.35,0.0,8.29,0.0,1.36,Yes
3,AS,IAD,31.0,1.0,0.0,2.0,0.0,1.0,Yes
3,AS,IAH,31.0,1.15,0.0,0.85,0.0,0.0,No
3,AS,IND,23.0,0.93,0.0,0.07,0.0,0.0,No
3,AS,JFK,58.0,5.81,0.0,2.19,0.0,0.0,No
3,AS,JNU,248.0,17.5,1.29,20.16,1.61,22.43,Yes
3,AS,KOA,161.0,10.22,0.0,14.78,0.0,2.0,No
3,AS,KTN,124.0,12.96,1.07,20.81,0.0,4.16,Yes
3,AS,LAS,356.0,10.47,2.78,8.39,0.0,10.37,Yes
3,AS,LAX,741.0,20.41,0.0,27.76,1.0,19.83,Yes
3,AS,MCI,31.0,2.09,0.0,2.91,0.0,0.0,No
3,AS,MCO,152.0,6.42,1.0,8.47,0.0,2.12,No
3,AS,MSP,60.0,3.0,0.0,2.2,0.0,2.8,No
3,AS,MSY,31.0,0.0,0.0,0.0,0.0,0.0,No
3,AS,OAK,14.0,0.0,0.0,0.0,0.0,0.0,Yes
3,AS,OGG,258.0,11.64,0.0,17.39,0.0,0.97,Yes
3,AS,OKC,14.0,0.0,0.0,0.0,0.0,0.0,No
3,AS,OMA,31.0,0.0,0.0,4.0,0.0,1.0,Yes
3,AS,OME,31.0,0.75,0.51,2.74,0.0,0.0,Yes
3,AS,ONT,124.0,3.97,0.0,5.23,0.0,3.8,Yes
3,AS,ORD,163.0,4.91,0.93,9.29,0.0,1.86,Yes
3,AS,OTZ,31.0,0.0,1.55,0.68,0.0,1.76,Yes
3,AS,PDX,853.0,34.59,0.49,45.2,0.0,39.73,Yes
3,AS,PHL,31.0,0.95,0.0,4.05,0.0,0.0,No
3,AS,PHX,396.0,16.06,0.0,21.64,0.0,6.3,No
3,AS,PIT,21.0,0.75,0.0,1.26,0.0,2.98,No
3,AS,PSG,62.0,1.9,2.2,4.77,0.0,8.12,Yes
3,AS,PSP,260.0,5.29,0.0,11.0,0.0,8.7,Yes
3,AS,RDU,31.0,0.6,0.0,1.4,0.0,0.0,No
3,AS,RSW,31.0,1.37,0.0,2.82,1.0,0.81,No
3,AS,SAN,505.0,12.74,0.0,11.82,0.0,10.44,Yes
3,AS,SAT,31.0,0.68,0.0,1.73,0.0,1.59,No
3,AS,SCC,46.0,0.98,0.81,0.42,0.0,4.8,No
3,AS,SEA,5209.0,141.06,6.01,200.17,1.86,141.9,Yes
3,AS,SFO,385.0,10.11,0.0,4.96,0.0,9.93,Yes
3,AS,SIT,31.0,1.33,0.07,2.35,0.0,4.24,No
3,AS,SJC,223.0,8.3,0.0,5.38,0.0,7.32,Yes
3,AS,SLC,29.0,1.0,0.0,0.0,0.0,0.0,No
3,AS,SMF,149.0,6.51,0.0,5.73,0.0,5.76,Yes
3,AS,SNA,248.0,2.66,0.0,4.51,0.0,2.83,Yes
3,AS,STL,31.0,1.4,0.0,2.6,0.0,0.0,No
3,AS,TPA,95.0,1.97,0.0,5.15,0.0,0.87,No
3,AS,TUS,46.0,1.0,0.0,1.0,0.0,1.0,No
3,AS,WRG,62.0,3.75,0.64,3.9,0.11,7.6,Yes
3,AS,YAK,62.0,2.22,1.28,6.79,0.0,6.71,Yes
3,B6,ABQ,2.0,0.0,0.0,0.0,0.0,0.0,No
3,B6,ALB,50.0,3.72,0.0,2.02,0.0,0.26,No
3,B6,ATL,192.0,9.85,1.0,2.46,0.0,1.69,Yes
3,B6,AUS,190.0,11.61,0.0,10.12,0.0,1.27,Yes
3,B6,BDL,253.0,21.51,0.0,7.64,0.96,14.89,Yes
3,B6,BNA,52.0,1.61,0.0,3.13,0.0,1.26,No
3,B6,BOS,1794.0,99.72,1.25,33.09,1.09,52.85,Yes
3,B6,BUF,65.0,0.0,0.0,1.0,1.0,0.0,No
3,B6,BZN,22.0,0.0,0.0,0.0,0.0,0.0,No
3,B6,CHS,101.0,1.0,0.0,1.0,0.0,0.0,No
3,B6,CLE,41.0,0.89,0.92,0.24,0.94,0.0,No
3,B6,CLT,8.0,1.0,0.0,0.0,0.0,0.0,No
3,B6,DCA,224.0,17.05,0.0,4.99,0.14,11.83,Yes
3,B6,DEN,55.0,2.45,0.0,5.92,0.0,1.64,Yes
3,B6,DFW,37.0,2.43,0.0,5.57,0.0,0.0,No
3,B6,DTW,16.0,1.0,0.0,0.0,0.0,0.0,No
3,B6,EWR,924.0,65.36,0.76,32.31,1.42,28.15,Yes
3,B6,EYW,50.0,1.0,0.0,2.0,0.0,0.0,No
3,B6,FLL,1478.0,78.56,0.21,47.29,0.0,36.94,Yes
3,B6,HDN,20.0,2.31,0.0,4.69,0.0,0.0,No
3,B6,HPN,271.0,22.04,0.88,8.09,0.0,12.99,No
3,B6,IAH,37.0,0.68,0.0,6.7,0.0,0.62,No
3,B6,JAX,124.0,5.38,0.0,2.31,0.0,1.32,Yes
3,B6,JFK,1585.0,93.34,0.98,35.02,2.2,41.46,Yes
3,B6,LAS,143.0,8.55,1.0,8.17,0.0,6.28,No
3,B6,LAX,586.0,14.75,0.0,14.34,0.0,3.91,Yes
3,B6,LGA,125.0,2.5,0.0,2.93,0.0,8.57,Yes
3,B6,MCO,1087.0,73.1,0.47,27.47,0.0,26.97,Yes
3,B6,MIA,396.0,13.72,0.0,11.58,0.0,5.71,Yes
3,B6,MSY,84.0,6.23,0.0,3.77,0.0,0.0,Yes
3,B6,MTJ,6.0,0.55,0.0,0.45,0.0,0.0,No
3,B6,ORD,56.0,2.57,0.0,2.7,0.0,0.73,No
3,B6,PBI,539.0,45.58,0.87,25.34,0.38,20.84,Yes
3,B6,PDX,4.0,0.0,0.0,0.0,0.0,0.0,No
3,B6,PHL,202.0,23.87,0.0,9.85,1.0,9.28,No
3,B6,PHX,81.0,3.32,0.37,8.47,0.53,1.32,No
3,B6,PIT,31.0,0.0,1.0,1.0,0.0,0.0,No
3,B6,PSP,8.0,0.0,0.0,0.0,0.0,0.0,No
3,B6,PVD,109.0,4.54,0.0,1.48,0.0,1.98,No
3,B6,RDU,249.0,15.42,0.0,1.35,0.09,3.14,Yes
3,B6,RIC,112.0,6.36,0.0,2.45,0.44,0.75,Yes
3,B6,RNO,17.0,0.0,0.0,0.0,0.0,0.0,No
3,B6,ROC,17.0,4.0,0.0,0.0,0.0,0.0,No
3,B6,RSW,480.0,19.27,0.0,31.68,0.0,5.04,No
3,B6,SAN,62.0,1.0,0.0,2.0,0.0,0.0,No
3,B6,SAV,45.0,3.0,0.0,0.14,0.0,0.85,No
3,B6,SEA,25.0,4.91,0.0,0.0,0.09,0.0,No
3,B6,SFO,165.0,1.41,1.0,1.59,0.0,1.0,Yes
3,B6,SJU,650.0,57.58,0.63,31.49,0.56,7.74,Yes
3,B6,SLC,140.0,4.94,0.0,7.34,1.0,0.72,No
3,B6,SMF,12.0,0.0,0.0,0.0,0.0,0.0,No
3,B6,SRQ,115.0,4.99,0.0,4.15,0.0,0.86,No
3,B6,STT,78.0,2.11,0.0,4.94,0.0,0.94,No
3,B6,SYR,49.0,7.86,1.0,1.89,0.0,6.25,Yes
3,B6,TPA,460.0,26.89,0.0,12.26,0.0,7.85,Yes
3,DL,ABQ,31.0,1.0,0.0,1.0,0.0,0.0,No
3,DL,ALB,50.0,1.0,0.0,1.0,0.0,0.0,No
3,DL,ANC,137.0,9.2,1.0,18.02,1.0,0.78,No
3,DL,ATL,13651.0,306.83,21.16,381.74,7.01,187.26,Yes
3,DL,ATW,31.0,0.43,0.0,0.58,0.0,0.0,No
3,DL,AUS,629.0,29.62,1.29,26.93,0.0,7.17,No
3,DL,BDL,140.0,6.9,0.0,2.85,0.0,2.25,No
3,DL,BHM,110.0,3.0,1.0,1.0,0.0,0.0,No
3,DL,BIS,1.0,0.0,0.0,0.0,0.0,0.0,No
3,DL,BNA,405.0,10.27,0.55,7.07,0.0,8.11,No
3,DL,BOI,97.0,0.37,0.92,0.71,0.0,0.0,No
3,DL,BOS,935.0,31.55,0.91,14.9,0.0,15.63,Yes
3,DL,BUF,61.0,2.0,0.0,1.0,0.0,0.0,No
3,DL,BWI,309.0,7.22,1.08,6.53,1.0,1.18,No
3,DL,BZN,128.0,7.21,0.0,3.79,0.0,1.0,No
3,DL,CHS,202.0,9.6,0.27,5.57,0.0,2.55,No
3,DL,CLE,193.0,17.59,0.36,6.04,0.0,6.01,No
3,DL,CLT,326.0,10.68,0.0,10.69,0.0,3.64,No
3,DL,CMH,143.0,4.97,0.0,1.96,0.0,2.08,No
3,DL,CVG,555.0,19.83,1.11,18.54,1.0,4.52,Yes
3,DL,DAB,113.0,1.96,0.0,6.27,0.0,2.77,No
3,DL,DAL,151.0,5.13,0.37,7.5,0.0,0.0,No
3,DL,DCA,402.0,19.61,0.99,5.9,0.0,3.5,Yes
3,DL,DEN,819.0,18.66,7.9,31.37,0.0,4.07,Yes
3,DL,DFW,690.0,35.75,1.08,45.23,0.0,6.94,Yes
3,DL,DTW,3247.0,63.7,2.33,40.68,1.0,35.29,Yes
3,DL,ECP,147.0,5.69,0.0,4.91,0.0,3.4,No
3,DL,EGE,31.0,0.87,0.0,2.13,0.0,0.0,No
3,DL,ELP,52.0,3.05,0.0,3.28,0.0,0.67,No
3,DL,EWR,265.0,13.03,0.4,4.67,0.0,1.9,No
3,DL,EYW,124.0,10.62,1.0,12.82,0.0,4.57,No
3,DL,FAI,30.0,1.0,0.0,1.0,0.0,0.0,No
3,DL,FAR,31.0,3.0,0.0,0.0,0.0,0.0,No
3,DL,FCA,31.0,0.0,0.0,1.0,0.0,0.0,No
3,DL,FLL,1248.0,39.5,1.68,34.99,1.0,16.83,Yes
3,DL,GEG,161.0,7.38,1.36,4.27,0.0,4.0,No
3,DL,GPT,31.0,1.41,0.59,0.0,0.0,0.0,No
3,DL,GRR,142.0,6.71,0.45,5.25,0.0,1.59,No
3,DL,GSO,30.0,1.56,0.0,2.44,0.0,0.0,No
3,DL,GSP,58.0,1.05,0.0,2.0,0.0,1.95,No
3,DL,HNL,234.0,17.68,0.0,14.02,0.0,3.3,No
3,DL,HOU,169.0,6.38,1.28,3.22,0.0,2.13,No
3,DL,IAD,172.0,6.46,0.55,3.38,0.0,1.61,No
3,DL,IAH,369.0,14.3,0.88,13.02,0.25,2.55,No
3,DL,IND,192.0,7.58,0.0,3.15,0.0,0.28,No
3,DL,JAC,159.0,4.5,2.55,3.12,0.0,3.83,No
3,DL,JAX,270.0,13.93,1.87,7.0,0.0,0.2,No
3,DL,JFK,1591.0,58.02,0.0,23.39,1.0,26.6,Yes
3,DL,KOA,62.0,4.03,0.0,4.46,1.0,0.51,No
3,DL,LAS,945.0,17.09,0.0,27.15,0.0,4.76,No
3,DL,LAX,2054.0,52.26,0.61,96.62,0.0,23.51,Yes
3,DL,LGA,1157.0,43.72,0.44,16.17,0.0,20.66,Yes
3,DL,LGB,30.0,3.0,0.0,0.0,0.0,0.0,Yes
3,DL,LIH,27.0,2.67,0.0,0.1,0.0,1.24,No
3,DL,LIT,51.0,0.83,0.0,1.43,0.0,1.73,No
3,DL,MCI,224.0,4.19,0.0,4.05,0.0,1.76,No
3,DL,MCO,1689.0,67.58,3.73,54.21,0.0,16.47,Yes
3,DL,MEM,250.0,10.84,0.0,7.73,0.0,2.43,No
3,DL,MIA,873.0,22.9,1.69,27.93,2.09,8.4,No
3,DL,MKE,142.0,10.05,0.16,3.37,0.0,1.42,No
3,DL,MLB,114.0,5.92,0.0,4.57,0.0,1.51,No
3,DL,MSP,3478.0,94.33,4.41,80.05,1.0,45.2,Yes
3,DL,MSY,358.0,13.38,1.02,14.6,0.0,2.0,No
3,DL,MYR,31.0,0.93,0.0,1.07,0.0,0.0,No
3,DL,OAK,30.0,1.0,0.0,0.0,0.0,0.0,No
3,DL,OGG,105.0,10.35,0.0,5.0,0.0,1.65,No
3,DL,OKC,62.0,1.59,0.0,1.41,0.0,1.0,No
3,DL,OMA,47.0,1.0,0.0,1.0,0.0,1.0,No
3,DL,ONT,110.0,3.0,0.0,3.0,0.0,1.0,No
3,DL,ORD,322.0,16.17,2.36,16.83,0.0,2.64,No
3,DL,ORF,234.0,5.69,0.98,3.36,0.0,1.97,No
3,DL,PBI,492.0,10.99,0.0,24.35,0.0,4.67,Yes
3,DL,PDX,299.0,10.0,0.0,3.0,0.0,2.0,No
3,DL,PHL,260.0,10.28,0.47,4.25,0.0,0.0,No
3,DL,PHX,894.0,39.42,2.78,56.63,0.0,6.16,Yes
3,DL,PIT,171.0,5.54,0.0,3.37,0.0,3.09,No
3,DL,PNS,206.0,9.94,1.0,5.04,0.0,1.03,No
3,DL,PSP,105.0,6.95,0.0,7.05,0.0,0.0,No
3,DL,PVD,50.0,3.0,0.0,0.0,0.0,0.0,No
3,DL,PWM,31.0,0.0,0.0,0.0,0.0,0.0,No
3,DL,RDU,630.0,19.79,0.61,9.26,0.0,13.34,No
3,DL,RIC,186.0,7.82,0.0,2.18,0.0,1.0,No
3,DL,RNO,80.0,2.13,0.0,3.9,0.0,0.97,No
3,DL,ROC,61.0,5.94,0.0,0.74,0.0,1.32,No
3,DL,RSW,825.0,21.23,0.64,25.23,0.0,3.9,No
3,DL,SAN,494.0,15.35,1.0,11.7,0.0,1.96,Yes
3,DL,SAT,348.0,10.58,1.49,12.87,0.0,5.06,No
3,DL,SAV,63.0,3.72,0.95,0.05,0.0,1.28,No
3,DL,SDF,84.0,3.84,0.0,1.69,0.0,1.47,No
3,DL,SEA,1721.0,52.01,1.51,29.22,0.0,13.27,Yes
3,DL,SFO,542.0,10.86,2.75,6.04,0.0,6.35,No
3,DL,SJC,31.0,1.0,0.0,0.0,0.0,1.0,No
3,DL,SJU,266.0,12.79,0.0,10.48,0.0,1.74,No
3,DL,SLC,3864.0,111.0,8.84,52.8,1.0,57.36,Yes
3,DL,SMF,250.0,6.14,0.5,8.73,0.0,3.63,No
